,Word,Lemma,POS,Case,Number,Person,Tense,Mood,Voice,Form-Lemma Difference,Subtokens,Subtoken IDs,Subtoken Start Index,Subtoken End Index,Target Class,BERT Subtokenized Sentence,Sentence
3142,accuses,accuse,VERB,,Sing,3,Pres,,,1,"['accuse', '##s']","[26960, 2015]",1,2,Third-Person Present Tense Verb,islamabad accuse ##s new delhi of using its consulate ##s in kan ##dah ##ar and ja ##lal ##abad to train bal ##och ##i insurgents who are active in pakistani bal ##och ##istan .,Islamabad accuses New Delhi of using its consulates in Kandahar and Jalalabad to train Balochi insurgents who are active in Pakistani Balochistan .
3165,elections,election,NOUN,,Plur,,,,,1,['elections'],[3864],2,2,Plural Noun,"“ the elections should be a re ##ass ##urance to all our neighbours that a stable afghanistan , a peaceful afghanistan is good for all .","“ The elections should be a reassurance to all our neighbours that a stable Afghanistan , a peaceful Afghanistan is good for all ."
3189,leaders,leader,NOUN,,Plur,,,,,1,['leaders'],[4177],13,13,Plural Noun,"since september 11 , pakistan has been repeatedly accused by afghan and western leaders of harbour ##ing taliban ex ##tre ##mist ##s who had pledged to disrupt the elections , but at the highest level the us has avoided critic ##ising president per ##va ##iz mu ##sha ##rra ##f on the grounds that he is helping the us catch al qaeda elements inside pakistan .","Since September 11 , Pakistan has been repeatedly accused by Afghan and Western leaders of harbouring Taliban extremists who had pledged to disrupt the elections , but at the highest level the US has avoided criticising President Pervaiz Musharraf on the grounds that he is helping the US catch Al Qaeda elements inside Pakistan ."
3244,troops,troop,NOUN,,Plur,,,,,1,['troops'],[3629],19,19,Plural Noun,"the next day an angry mu ##sha ##rra ##f cat ##egorical ##ly said that pakistan would not send pakistani troops to iraq , a clear s ##nu ##b to the americans .","The next day an angry Musharraf categorically said that Pakistan would not send Pakistani troops to Iraq , a clear snub to the Americans ."
3269,officers,officer,NOUN,,Plur,,,,,1,['officers'],[3738],4,4,Plural Noun,us and nato military officers in kabul say it is too early to say whether bush ’ s tough message was instrumental in per ##su ##ading mu ##sha ##rra ##f and the is ##i to pressure the taliban to restrain from disrupt ##ing the elections .,US and NATO military officers in Kabul say it is too early to say whether Bush ’s tough message was instrumental in persuading Musharraf and the ISI to pressure the Taliban to restrain from disrupting the elections .
3368,efforts,effort,NOUN,,Plur,,,,,1,['efforts'],[4073],36,36,Plural Noun,"in a major regional shift reflecting the newly strengthened position of ka ##rza ##i , iran , russia and india which have traditionally backed the ta ##ji ##k dominated former northern alliance made st ##ren ##uous efforts to convince presidential candidate you ##nis q ##ano ##oni to strike a deal with ka ##rza ##i before the elections and not to oppose ka ##rza ##i .","In a major regional shift reflecting the newly strengthened position of Karzai , Iran , Russia and India which have traditionally backed the Tajik dominated former Northern Alliance made strenuous efforts to convince presidential candidate Younis Qanooni to strike a deal with Karzai before the elections and not to oppose Karzai ."
3420,elections,election,NOUN,,Plur,,,,,1,['elections'],[3864],3,3,Plural Noun,however since the elections iranian influence has proved critical in convincing the ha ##zar ##a shia candidate mohammed mo ##ha ##q ##e ##q to accept the results of the elections and later convincing q ##ano ##oni to do the same .,However since the elections Iranian influence has proved critical in convincing the Hazara Shia candidate Mohammed Mohaqeq to accept the results of the elections and later convincing Qanooni to do the same .
3486,borders,border,NOUN,,Plur,,,,,1,['borders'],[6645],10,10,Plural Noun,"with the us military presence posing a threat on their borders in both iraq and afghanistan , iran ’ s moderate leadership is keen to help stab ##ilis ##e ka ##rza ##i so that the us presence in afghanistan is reduced .","With the US military presence posing a threat on their borders in both Iraq and Afghanistan , Iran ’s moderate leadership is keen to help stabilise Karzai so that the US presence in Afghanistan is reduced ."
3523,officials,official,NOUN,,Plur,,,,,1,['officials'],[4584],1,1,Plural Noun,afghan officials say the americans have moved over 100 special forces and helicopters to shin ##dan ##d .,Afghan officials say the Americans have moved over 100 Special Forces and helicopters to Shindand .
3539,for,for,ADP,,,,,,,0,['for'],[2005],10,10,Causal-Final Case,"so far what they have done together has been good for us and that ’ s how we would like to keep it ’ ’ , says ka ##rza ##i .","So far what they have done together has been good for us and that ’s how we would like to keep it ’’ , says Karzai ."
3566,figures,figure,NOUN,,Plur,,,,,1,['figures'],[4481],21,21,Plural Noun,"it is now abundant ##ly clear that with the rapidly changing face of afghanistan , the demise of key northern alliance figures and the fluid political situation in afghanistan , pakistan should rec ##ons ##ider its policy of giving unlimited sanctuary to taliban ex ##tre ##mist ##s living on pakistani soil .","It is now abundantly clear that with the rapidly changing face of Afghanistan , the demise of key Northern Alliance figures and the fluid political situation in Afghanistan , Pakistan should reconsider its policy of giving unlimited sanctuary to Taliban extremists living on Pakistani soil ."
3612,charges,charge,NOUN,,Plur,,,,,1,['charges'],[5571],1,1,Plural Noun,the charges that they have put some vet ##s up to making against kerry are false and can be demonstrated by the historical record to be false .,The charges that they have put some vets up to making against Kerry are false and can be demonstrated by the historical record to be false .
3666,into,into,ADP,,,,,,,0,['into'],[2046],13,13,Translative Case,but to address the substance of this big lie is to risk falling into its logic .,But to address the substance of this Big Lie is to risk falling into its logic .
3683,speaks,speak,VERB,,Sing,3,Pres,,,1,['speaks'],[8847],17,17,Third-Person Present Tense Verb,"the history of alcoholism and possibly other drug use is a key issue because it not only speaks to bush ' s character as an addict ##ive personality , but may tell us something about his erratic and alarm ##ing actions as president .","The history of alcoholism and possibly other drug use is a key issue because it not only speaks to Bush 's character as an addictive personality , but may tell us something about his erratic and alarming actions as president ."
3724,questions,question,NOUN,,Plur,,,,,1,['questions'],[3980],7,7,Plural Noun,"this campaign season , there have been questions about whether george w . bush fulfilled his obligations to the national guard as a young lieutenant in the early 1970s .","This campaign season , there have been questions about whether George W. Bush fulfilled his obligations to the National Guard as a young lieutenant in the early 1970s ."
3753,for,for,ADP,,,,,,,0,['for'],[2005],7,7,Causal-Final Case,president bush has always said that working for b ##lou ##nt was the reason he transferred to the alabama air national guard .,President Bush has always said that working for Blount was the reason he transferred to the Alabama Air National Guard .
3795,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",3,4,Genitive Case,b ##lou ##nt ' s support of the party led him to be appointed richard nixon ' s postmaster general .,Blount 's support of the party led him to be appointed Richard Nixon 's postmaster general .
3812,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",6,7,Genitive Case,it was the young tex ##an ' s job to find out what each county leader needed in the way of campaign supplies and get those supplies to them .,It was the young Texan 's job to find out what each county leader needed in the way of campaign supplies and get those supplies to them .
3840,guns,gun,NOUN,,Plur,,,,,1,['guns'],[4409],4,4,Plural Noun,"some 200 , 000 guns the us sent to iraqi security forces may have been smug ##gled to terrorists , it was feared yesterday .","Some 200,000 guns the US sent to Iraqi security forces may have been smuggled to terrorists , it was feared yesterday ."
3862,Orders,order,NOUN,,Plur,,,,,1,['orders'],[4449],0,0,Plural Noun,orders for the deal to go ahead were given by the us department of defense .,Orders for the deal to go ahead were given by the US Department of Defense .
3878,for,for,ADP,,,,,,,0,['for'],[2005],17,17,Causal-Final Case,"and the moldova ##n airline used to transport the shipment was blasted by the un in 2003 for smuggling arms to liberia , human rights group amnesty has discovered .","And the Moldovan airline used to transport the shipment was blasted by the UN in 2003 for smuggling arms to Liberia , human rights group Amnesty has discovered ."
3936,follows,follow,VERB,,Sing,3,Pres,,,1,['follows'],[4076],1,1,Third-Person Present Tense Verb,it follows a separate probe claiming that thousands of guns meant for iraq ' s police and army instead went to al - qaeda .,It follows a separate probe claiming that thousands of guns meant for Iraq 's police and army instead went to al - Qaeda .
3960,chiefs,chief,NOUN,,Plur,,,,,1,['chiefs'],[9058],2,2,Plural Noun,"american defence chiefs hired a us firm to take the guns , from the 90s bosnian war , to iraq .","American defence chiefs hired a US firm to take the guns , from the 90s Bosnian war , to Iraq ."
